date,temperature,humidity
29.07.2020-15:18:16,10.96,65.1
29.07.2020-15:18:21,28.68,45.25
29.07.2020-15:18:26,20.43,56.04
29.07.2020-15:18:31,21.88,66.28
29.07.2020-15:18:36,22.31,42.8
29.07.2020-15:18:41,22.33,75.98
29.07.2020-15:18:46,19.59,44.63
29.07.2020-15:18:51,16.47,46.52
29.07.2020-15:18:56,10.28,28.39
29.07.2020-15:19:01,21.49,32.89
29.07.2020-15:19:06,21.06,47.69
29.07.2020-15:19:11,12.73,27.27
29.07.2020-15:19:16,17.03,62.5
29.07.2020-15:19:21,7.07,32.33
29.07.2020-15:19:26,22.3,21.52
29.07.2020-15:19:31,29.17,75.59
29.07.2020-15:19:36,25.55,39.58
29.07.2020-15:19:41,10.94,61.25
29.07.2020-15:19:46,23.82,45.14
29.07.2020-15:19:51,11.06,54.93
29.07.2020-15:19:56,20.37,53.38
29.07.2020-15:20:01,11.35,49.37
29.07.2020-15:20:06,23.05,49.81
29.07.2020-15:20:11,17.28,28.75
29.07.2020-15:20:16,16.92,38.79
29.07.2020-15:20:21,8.09,59.92
29.07.2020-15:20:26,26.67,40.23
29.07.2020-15:20:31,25.56,43.94
29.07.2020-15:20:36,18.07,16.39
29.07.2020-15:20:41,19.82,44.33
29.07.2020-15:20:46,17.56,48.0
29.07.2020-15:20:51,21.3,40.16
29.07.2020-15:20:56,17.96,63.13
29.07.2020-15:21:01,27.09,44.29
29.07.2020-15:21:06,9.35,59.35
29.07.2020-15:21:11,15.65,66.78
29.07.2020-15:21:16,18.09,83.3
29.07.2020-15:21:21,22.44,64.52
29.07.2020-15:21:26,14.9,52.15
29.07.2020-15:21:31,19.03,49.45
29.07.2020-15:21:36,10.1,55.15
29.07.2020-15:21:41,18.43,38.47
29.07.2020-15:21:46,21.63,34.67
29.07.2020-15:21:51,16.89,58.07
29.07.2020-15:21:56,18.92,49.64
29.07.2020-15:22:01,22.48,7.57
29.07.2020-15:22:06,16.73,57.42
29.07.2020-15:22:11,22.33,27.64
29.07.2020-15:22:16,21.92,47.93
29.07.2020-15:22:21,26.25,28.71
29.07.2020-15:22:26,28.87,52.25
29.07.2020-15:22:31,8.03,62.35
29.07.2020-15:22:36,21.36,58.92
29.07.2020-15:22:41,19.12,52.91
29.07.2020-15:22:46,23.18,58.16
29.07.2020-15:22:51,23.83,73.2
29.07.2020-15:22:56,14.81,15.63
29.07.2020-15:23:01,21.54,80.5
29.07.2020-15:23:06,15.37,59.09
29.07.2020-15:23:11,15.13,25.01
29.07.2020-15:23:16,22.85,26.03
29.07.2020-15:23:21,14.76,26.87
29.07.2020-15:23:26,22.79,24.65
29.07.2020-15:23:31,20.91,14.0
29.07.2020-15:23:36,21.68,54.19
29.07.2020-15:23:41,20.2,64.22
29.07.2020-15:23:46,16.61,45.76
29.07.2020-15:23:51,21.82,56.27
29.07.2020-15:23:56,22.44,48.94
29.07.2020-15:24:01,18.72,47.35
29.07.2020-15:24:06,21.26,70.79
29.07.2020-15:24:11,15.23,48.98
29.07.2020-15:24:16,16.89,42.48
29.07.2020-15:24:21,14.32,49.2
29.07.2020-15:24:26,27.87,48.85
29.07.2020-15:24:31,19.39,54.81
29.07.2020-15:24:36,21.34,51.81
29.07.2020-15:24:41,16.58,28.92
29.07.2020-15:24:46,23.46,42.85
29.07.2020-15:24:51,3.43,52.83
29.07.2020-15:24:56,20.72,60.02
29.07.2020-15:25:01,8.62,38.8
29.07.2020-15:25:06,25.86,31.17
29.07.2020-15:25:11,21.99,73.24
29.07.2020-15:25:16,24.87,76.27
29.07.2020-15:25:21,12.0,23.66
29.07.2020-15:25:26,21.89,81.24
29.07.2020-15:25:31,17.45,67.31
29.07.2020-15:25:36,21.66,87.62
29.07.2020-15:25:41,23.69,57.42
29.07.2020-15:25:46,27.64,47.82
29.07.2020-15:25:51,26.99,28.84
29.07.2020-15:25:56,19.52,68.1
29.07.2020-15:26:01,20.2,41.05
29.07.2020-15:26:06,18.29,67.35
29.07.2020-15:26:11,19.31,35.43
29.07.2020-15:26:16,27.61,48.0
29.07.2020-15:26:21,32.9,37.44
29.07.2020-15:26:26,14.97,19.48
29.07.2020-15:26:31,23.62,60.79
29.07.2020-15:26:36,21.34,47.88
29.07.2020-15:26:41,25.75,53.21
29.07.2020-15:26:46,23.06,55.54
29.07.2020-15:26:51,17.1,25.41
29.07.2020-15:26:56,10.8,15.78
29.07.2020-15:27:01,24.93,27.73
29.07.2020-15:27:06,25.0,24.3
29.07.2020-15:27:11,23.92,3.67
29.07.2020-15:27:16,24.99,64.85
29.07.2020-15:27:21,14.01,44.12
29.07.2020-15:27:26,23.41,60.16
29.07.2020-15:27:31,24.89,70.98
29.07.2020-15:27:36,11.53,35.15
29.07.2020-15:27:41,20.33,67.18
29.07.2020-15:27:46,16.77,64.93
29.07.2020-15:27:51,21.83,15.27
29.07.2020-15:27:56,16.35,36.56
29.07.2020-15:28:01,22.66,8.65
29.07.2020-15:28:06,12.58,47.86
29.07.2020-15:28:11,22.9,51.84
29.07.2020-15:28:16,17.99,40.12
29.07.2020-15:28:21,24.48,83.3
29.07.2020-15:28:26,21.68,69.58
29.07.2020-15:28:31,12.94,29.01
29.07.2020-15:28:36,19.82,68.92
29.07.2020-15:28:41,27.08,80.87
29.07.2020-15:28:46,23.57,52.3
29.07.2020-15:28:51,33.89,22.39
29.07.2020-15:28:56,20.34,72.38
29.07.2020-15:29:01,22.59,88.87
29.07.2020-15:29:06,18.49,51.78
29.07.2020-15:29:11,20.18,49.15
29.07.2020-15:29:16,20.15,52.35
29.07.2020-15:29:21,14.71,26.88
29.07.2020-15:29:26,20.61,77.17
29.07.2020-15:29:31,21.43,43.72
29.07.2020-15:29:36,29.29,29.74
29.07.2020-15:29:41,20.89,61.41
29.07.2020-15:29:46,21.56,53.22
29.07.2020-15:29:51,20.85,44.17
29.07.2020-15:29:56,21.19,19.85
29.07.2020-15:30:01,16.68,42.35
29.07.2020-15:30:06,17.91,51.22
29.07.2020-15:30:11,34.39,53.61
29.07.2020-15:30:16,21.23,52.71
29.07.2020-15:30:21,16.19,37.93
29.07.2020-15:30:26,21.42,75.67
29.07.2020-15:30:31,21.44,61.91
29.07.2020-15:30:36,18.28,41.33
29.07.2020-15:30:41,27.2,51.72
29.07.2020-15:30:46,12.49,66.22
29.07.2020-15:30:51,15.29,-3.81
29.07.2020-15:30:56,15.26,61.17
29.07.2020-15:31:01,27.79,55.81
29.07.2020-15:31:07,22.62,14.42
29.07.2020-15:31:12,12.48,77.2
29.07.2020-15:31:17,30.38,24.99
29.07.2020-15:31:22,25.18,4.15
29.07.2020-15:31:27,17.38,20.68
29.07.2020-15:31:32,27.63,48.19
29.07.2020-15:31:37,24.02,51.55
29.07.2020-15:31:42,16.21,55.78
29.07.2020-15:31:47,4.32,4.55
29.07.2020-15:31:52,16.33,67.19
29.07.2020-15:31:57,24.85,57.56
29.07.2020-15:32:02,16.67,35.46
29.07.2020-15:32:07,22.56,45.7
29.07.2020-15:32:12,24.69,52.52
29.07.2020-15:32:17,24.28,25.43
29.07.2020-15:32:22,17.42,23.22
29.07.2020-15:32:27,28.3,73.18
29.07.2020-15:32:32,13.39,57.06
29.07.2020-15:32:37,12.9,53.56
29.07.2020-15:32:42,17.22,30.47
29.07.2020-15:32:47,24.23,56.34
29.07.2020-15:32:52,29.6,52.91
29.07.2020-15:32:57,21.6,47.44
29.07.2020-15:33:02,26.53,65.51
29.07.2020-15:33:07,23.39,71.75
29.07.2020-15:33:12,26.94,50.44
29.07.2020-15:33:17,24.84,42.63
29.07.2020-15:33:22,17.38,68.94
29.07.2020-15:33:27,21.94,61.33
29.07.2020-15:33:32,18.01,71.38
29.07.2020-15:33:37,18.12,30.33
29.07.2020-15:33:42,20.22,82.25
29.07.2020-15:33:47,23.41,29.32
29.07.2020-15:33:52,8.89,29.85
29.07.2020-15:33:57,20.97,84.05
29.07.2020-15:34:02,22.59,55.34
29.07.2020-15:34:07,21.52,56.64
29.07.2020-15:34:12,26.19,62.48
29.07.2020-15:34:17,20.73,66.02
29.07.2020-15:34:22,21.28,46.04
29.07.2020-15:34:27,16.56,45.38
29.07.2020-15:34:32,25.62,73.81
29.07.2020-15:34:37,17.83,40.32
29.07.2020-15:34:42,29.05,75.1
29.07.2020-15:34:47,33.4,62.68
29.07.2020-15:34:52,20.75,72.07
29.07.2020-15:34:57,32.24,53.11
29.07.2020-15:35:02,15.77,52.73
29.07.2020-15:35:07,12.69,43.36
29.07.2020-15:35:12,26.62,69.74
29.07.2020-15:35:17,17.55,57.71
29.07.2020-15:35:22,25.08,62.41
29.07.2020-15:35:27,28.37,75.81
29.07.2020-15:35:32,25.34,48.92
29.07.2020-15:35:37,12.13,56.88
29.07.2020-15:35:42,23.24,37.04
29.07.2020-15:35:47,8.75,70.9
29.07.2020-15:35:52,14.41,89.36
29.07.2020-15:35:57,20.47,29.0
29.07.2020-15:36:02,21.63,28.21
29.07.2020-15:36:07,17.43,36.01
29.07.2020-15:36:12,22.09,39.31
29.07.2020-15:36:17,13.79,48.39
29.07.2020-15:36:22,13.05,36.78
29.07.2020-15:36:27,20.93,23.99
29.07.2020-15:36:32,19.56,92.73
29.07.2020-15:36:37,19.56,25.76
29.07.2020-15:36:42,22.47,59.5
29.07.2020-15:36:47,21.5,60.17
29.07.2020-15:36:52,25.23,73.58
29.07.2020-15:36:57,19.3,25.18
29.07.2020-15:37:02,12.92,35.32
29.07.2020-15:37:07,10.61,50.41
29.07.2020-15:37:12,13.75,80.2
29.07.2020-15:37:17,24.19,68.01
29.07.2020-15:37:22,13.72,54.91
29.07.2020-15:37:27,26.66,62.36
29.07.2020-15:37:32,23.49,-8.54
29.07.2020-15:37:37,19.3,75.45
29.07.2020-15:37:42,14.01,34.73
29.07.2020-15:37:47,24.57,33.34
29.07.2020-15:37:52,14.6,94.59
29.07.2020-15:37:57,21.63,63.64
29.07.2020-15:38:02,24.15,60.74
29.07.2020-15:38:07,27.98,71.35
29.07.2020-15:38:12,24.0,56.52
29.07.2020-15:38:17,16.69,26.45
29.07.2020-15:38:22,18.82,11.41
29.07.2020-15:38:27,13.16,74.87
29.07.2020-15:38:32,19.65,11.12
29.07.2020-15:38:37,18.95,28.01
29.07.2020-15:38:42,17.28,62.21
29.07.2020-15:38:47,27.65,70.76
29.07.2020-15:38:52,17.11,42.41
29.07.2020-15:38:57,24.25,-4.26
29.07.2020-15:39:02,15.39,59.61
29.07.2020-15:39:07,18.3,37.61
29.07.2020-15:39:12,19.24,8.19
29.07.2020-15:39:17,17.33,67.02
29.07.2020-15:39:22,15.46,38.97
29.07.2020-15:39:27,25.27,44.11
29.07.2020-15:39:32,16.35,49.51
29.07.2020-15:39:37,19.79,34.37
29.07.2020-15:39:42,18.66,68.65
29.07.2020-15:39:47,17.17,94.85
29.07.2020-15:39:52,28.9,48.88
29.07.2020-15:39:57,24.95,47.1
29.07.2020-15:40:02,20.7,68.22
29.07.2020-15:40:07,13.47,79.54
29.07.2020-15:40:12,17.69,54.76
29.07.2020-15:40:17,26.08,83.82
29.07.2020-15:40:22,13.09,46.5
29.07.2020-15:40:27,17.52,59.83
29.07.2020-15:40:32,17.16,35.47
29.07.2020-15:40:37,21.64,63.69
29.07.2020-15:40:42,24.09,66.07
29.07.2020-15:40:47,26.24,36.44
29.07.2020-15:40:52,21.42,33.2
29.07.2020-15:40:57,19.95,32.47
29.07.2020-15:41:02,22.67,47.57
29.07.2020-15:41:07,23.08,55.15
29.07.2020-15:41:12,31.55,62.44
29.07.2020-15:41:17,23.83,51.84
29.07.2020-15:41:22,24.12,17.35
29.07.2020-15:41:27,20.29,29.46
29.07.2020-15:41:32,29.85,36.57
29.07.2020-15:41:37,24.93,66.87
29.07.2020-15:41:42,22.56,63.77
29.07.2020-15:41:47,19.99,44.49
29.07.2020-15:41:52,20.52,34.4
29.07.2020-15:41:57,22.71,68.74
29.07.2020-15:42:02,12.63,54.69
29.07.2020-15:42:07,21.81,25.38
29.07.2020-15:42:12,19.28,65.49
29.07.2020-15:42:17,21.41,64.09
29.07.2020-15:42:22,11.54,67.71
29.07.2020-15:42:27,13.45,57.82
29.07.2020-15:42:32,21.67,59.52
29.07.2020-15:42:37,12.09,67.63
29.07.2020-15:42:42,17.1,45.66
29.07.2020-15:42:47,19.77,40.12
29.07.2020-15:42:52,19.66,73.12
29.07.2020-15:42:57,20.81,57.3
29.07.2020-15:43:02,21.45,26.96
29.07.2020-15:43:07,20.68,44.49
29.07.2020-15:43:12,21.35,80.15
29.07.2020-15:43:17,23.04,58.51
29.07.2020-15:43:22,21.51,44.28
29.07.2020-15:43:27,20.08,64.22
29.07.2020-15:43:32,21.52,21.93
29.07.2020-15:43:37,25.04,61.89
29.07.2020-15:43:42,16.87,65.35
29.07.2020-15:43:47,21.38,44.37
29.07.2020-15:43:52,15.75,28.75
29.07.2020-15:43:57,17.99,71.86
29.07.2020-15:44:02,19.19,20.75
29.07.2020-15:44:07,21.14,63.36
29.07.2020-15:44:12,17.59,63.88
29.07.2020-15:44:17,15.86,41.01
29.07.2020-15:44:22,19.56,17.78
29.07.2020-15:44:27,20.3,23.3
29.07.2020-15:44:32,21.57,60.11
29.07.2020-15:44:37,18.79,71.28
29.07.2020-15:44:42,17.67,21.49
29.07.2020-15:44:48,22.61,33.01
29.07.2020-15:44:53,17.29,32.54
29.07.2020-15:44:58,12.95,67.01
29.07.2020-15:45:03,15.16,-3.18
29.07.2020-15:45:08,20.25,65.97
29.07.2020-15:45:13,12.08,26.72
29.07.2020-15:45:18,22.22,57.36
29.07.2020-15:45:23,17.0,79.72
29.07.2020-15:45:28,19.15,74.21
29.07.2020-15:45:33,12.48,44.66
29.07.2020-15:45:38,25.18,52.02
29.07.2020-15:45:43,13.16,65.45
29.07.2020-15:45:48,28.9,48.92
29.07.2020-15:45:53,14.63,18.7
29.07.2020-15:45:58,13.45,66.69
29.07.2020-15:46:03,27.85,38.16
29.07.2020-15:46:08,19.55,35.7
29.07.2020-15:46:13,9.47,31.97
29.07.2020-15:46:18,17.87,29.25
29.07.2020-15:46:23,19.84,60.24
29.07.2020-15:46:28,32.31,33.96
29.07.2020-15:46:33,15.7,38.32
29.07.2020-15:46:38,16.74,8.96
29.07.2020-15:46:43,20.55,62.03
29.07.2020-15:46:48,14.16,66.02
29.07.2020-15:46:53,21.06,41.79
29.07.2020-15:46:58,27.24,55.41
29.07.2020-15:47:03,28.15,38.34
29.07.2020-15:47:08,18.49,20.37
29.07.2020-15:47:13,23.78,66.38
29.07.2020-15:47:18,24.0,26.77
29.07.2020-15:47:23,20.15,79.09
29.07.2020-15:47:28,21.02,43.98
29.07.2020-15:47:33,18.13,55.55
29.07.2020-15:47:38,19.55,47.13
29.07.2020-15:47:43,19.58,66.2
29.07.2020-15:47:48,23.71,46.18
29.07.2020-15:47:53,19.06,45.41
29.07.2020-15:47:58,22.68,73.89
29.07.2020-15:48:03,12.16,52.92
29.07.2020-15:48:08,14.74,57.2
29.07.2020-15:48:13,22.32,26.82
29.07.2020-15:48:18,26.6,53.52
29.07.2020-15:48:23,25.62,60.66
29.07.2020-15:48:28,17.96,68.16
29.07.2020-15:48:33,21.15,25.49
29.07.2020-15:48:38,25.86,32.72
29.07.2020-15:48:43,20.84,66.28
29.07.2020-15:48:48,28.84,64.38
29.07.2020-15:48:53,15.84,67.55
29.07.2020-15:48:58,17.65,24.6
29.07.2020-15:49:03,17.17,42.08
29.07.2020-15:49:08,9.92,41.67
29.07.2020-15:49:13,9.17,42.61
29.07.2020-15:49:18,21.53,52.11
29.07.2020-15:49:23,22.27,18.01
29.07.2020-15:49:28,19.51,35.62
29.07.2020-15:49:33,24.93,67.2
29.07.2020-15:49:38,18.58,36.33
29.07.2020-15:49:43,18.22,31.79
29.07.2020-15:49:48,26.08,54.1
29.07.2020-15:49:53,15.96,32.93
29.07.2020-15:49:58,21.19,70.19
29.07.2020-15:50:03,20.75,13.77
29.07.2020-15:50:08,15.03,68.92
29.07.2020-15:50:13,22.3,62.55
29.07.2020-15:50:18,25.94,76.74
29.07.2020-15:50:23,19.55,47.42
29.07.2020-15:50:28,34.15,47.76
29.07.2020-15:50:33,27.44,30.42
29.07.2020-15:50:38,13.83,55.83
29.07.2020-15:50:43,16.22,45.33
29.07.2020-15:50:48,15.45,39.26
29.07.2020-15:50:53,20.62,64.05
29.07.2020-15:50:58,26.51,40.59
29.07.2020-15:51:03,19.17,81.89
29.07.2020-15:51:08,34.23,29.28
29.07.2020-15:51:13,25.84,73.34
29.07.2020-15:51:18,16.69,53.43
29.07.2020-15:51:23,18.79,45.41
29.07.2020-15:51:28,21.62,43.78
29.07.2020-15:51:33,18.32,10.25
29.07.2020-15:51:38,29.35,85.27
29.07.2020-15:51:43,17.82,34.98
29.07.2020-15:51:48,27.65,71.88
29.07.2020-15:51:53,15.55,48.62
29.07.2020-15:51:58,25.21,92.44
29.07.2020-15:52:03,21.5,50.42
29.07.2020-15:52:08,20.37,67.39
29.07.2020-15:52:13,29.23,25.17
29.07.2020-15:52:18,20.51,49.41
29.07.2020-15:52:23,21.72,51.46
29.07.2020-15:52:28,25.97,43.6
29.07.2020-15:52:33,24.12,40.81
29.07.2020-15:52:38,24.69,61.05
29.07.2020-15:52:43,24.51,58.02
29.07.2020-15:52:48,16.96,88.17
29.07.2020-15:52:53,23.66,31.43
29.07.2020-15:52:58,15.44,44.93
29.07.2020-15:53:03,23.76,93.28
29.07.2020-15:53:08,12.6,49.59
29.07.2020-15:53:13,20.43,48.36
29.07.2020-15:53:18,20.23,62.15
29.07.2020-15:53:23,16.33,54.33
29.07.2020-15:53:28,16.56,58.24
29.07.2020-15:53:33,12.13,54.19
29.07.2020-15:53:38,22.17,51.85
29.07.2020-15:53:43,24.9,73.4
29.07.2020-15:53:48,20.1,76.22
29.07.2020-15:53:53,16.57,31.97
29.07.2020-15:53:58,23.23,71.07
29.07.2020-15:54:03,28.97,44.23
29.07.2020-15:54:08,11.76,65.24
29.07.2020-15:54:13,20.94,32.39
29.07.2020-15:54:18,14.55,45.53
29.07.2020-15:54:23,27.84,47.25
29.07.2020-15:54:28,27.42,51.82
29.07.2020-15:54:33,11.08,41.68
29.07.2020-15:54:38,20.12,48.3
29.07.2020-15:54:43,23.89,57.56
29.07.2020-15:54:48,8.03,67.37
29.07.2020-15:54:53,15.66,36.51
29.07.2020-15:54:58,23.65,70.58
29.07.2020-15:55:03,18.79,35.66
29.07.2020-15:55:08,22.65,65.96
29.07.2020-15:55:13,21.67,50.02
29.07.2020-15:55:18,29.01,37.02
29.07.2020-15:55:23,21.49,87.72
29.07.2020-15:55:28,17.53,96.46
29.07.2020-15:55:33,31.22,44.73
29.07.2020-15:55:38,20.0,35.96
29.07.2020-15:55:43,14.76,35.63
29.07.2020-15:55:48,25.39,65.66
29.07.2020-15:55:53,24.77,30.33
29.07.2020-15:55:58,14.81,79.86
29.07.2020-15:56:03,30.22,26.12
29.07.2020-15:56:08,21.42,42.15
29.07.2020-15:56:13,18.94,10.74
29.07.2020-15:56:18,11.71,31.24
29.07.2020-15:56:23,15.27,36.88
29.07.2020-15:56:28,23.54,70.78
29.07.2020-15:56:33,18.3,47.18
29.07.2020-15:56:38,20.09,21.67
29.07.2020-15:56:43,15.26,47.8
29.07.2020-15:56:48,21.91,59.3
29.07.2020-15:56:53,12.31,44.1
29.07.2020-15:56:58,23.87,37.91
29.07.2020-15:57:03,26.16,43.73
29.07.2020-15:57:08,8.09,39.06
29.07.2020-15:57:13,12.91,66.56
29.07.2020-15:57:18,27.92,82.18
29.07.2020-15:57:23,9.94,39.93
29.07.2020-15:57:28,12.39,83.22
29.07.2020-15:57:33,20.56,67.23
29.07.2020-15:57:38,18.86,44.69
29.07.2020-15:57:43,27.73,47.11
29.07.2020-15:57:48,21.32,21.45
29.07.2020-15:57:53,27.42,47.5
29.07.2020-15:57:58,7.13,85.18
29.07.2020-15:58:03,32.47,42.2
29.07.2020-15:58:08,17.69,87.29
29.07.2020-15:58:13,20.41,48.9
29.07.2020-15:58:18,11.19,56.87
29.07.2020-15:58:23,25.98,56.77
29.07.2020-15:58:28,20.47,30.72
29.07.2020-15:58:33,18.68,52.0
29.07.2020-15:58:39,19.77,71.69
29.07.2020-15:58:44,18.02,43.97
29.07.2020-15:58:49,24.64,34.94
29.07.2020-15:58:54,17.64,28.87
29.07.2020-15:58:59,15.91,82.79
29.07.2020-15:59:04,25.4,65.53
29.07.2020-15:59:09,27.3,65.35
29.07.2020-15:59:14,14.53,52.33
29.07.2020-15:59:19,10.68,43.92
29.07.2020-15:59:24,27.82,72.14
29.07.2020-15:59:29,27.99,44.63
29.07.2020-15:59:34,26.91,38.28
29.07.2020-15:59:39,10.77,104.02
29.07.2020-15:59:44,24.48,56.61
29.07.2020-15:59:49,6.51,55.89
29.07.2020-15:59:54,20.72,41.6
29.07.2020-15:59:59,20.98,44.04
29.07.2020-16:00:04,19.62,36.48
29.07.2020-16:00:09,24.18,54.03
29.07.2020-16:00:14,24.08,69.66
29.07.2020-16:00:19,21.63,40.38
29.07.2020-16:00:24,25.64,82.56
29.07.2020-16:00:29,20.64,46.72
29.07.2020-16:00:34,24.25,62.45
29.07.2020-16:00:39,16.79,77.33
29.07.2020-16:00:44,17.72,73.25
29.07.2020-16:00:49,19.22,3.3
29.07.2020-16:00:54,14.15,47.61
29.07.2020-16:00:59,18.12,70.97
29.07.2020-16:01:04,19.77,82.38
29.07.2020-16:01:09,20.99,74.63
29.07.2020-16:01:14,22.88,21.68
29.07.2020-16:01:19,21.1,73.95
29.07.2020-16:01:24,18.89,35.0
29.07.2020-16:01:29,22.59,8.53
29.07.2020-16:01:34,13.82,31.47
29.07.2020-16:01:39,20.8,48.01
29.07.2020-16:01:44,13.89,29.77
29.07.2020-16:01:49,17.19,83.71
29.07.2020-16:01:54,23.43,64.55
29.07.2020-16:01:59,26.98,66.56
29.07.2020-16:02:04,18.69,61.93
29.07.2020-16:02:09,20.61,50.6
29.07.2020-16:02:14,11.82,50.36
29.07.2020-16:02:19,19.19,66.41
29.07.2020-16:02:24,20.72,52.09
29.07.2020-16:02:29,16.25,23.3
29.07.2020-16:02:34,21.33,88.89
29.07.2020-16:02:39,13.4,81.35
29.07.2020-16:02:44,17.91,44.12
29.07.2020-16:02:49,19.5,46.67
29.07.2020-16:02:54,18.7,65.98
29.07.2020-16:02:59,15.72,49.74
29.07.2020-16:03:04,30.79,59.31
29.07.2020-16:03:09,22.48,65.76
29.07.2020-16:03:14,17.84,50.65
29.07.2020-16:03:19,8.2,39.99
29.07.2020-16:03:24,10.57,53.6
29.07.2020-16:03:29,18.35,47.29
29.07.2020-16:03:34,19.89,52.8
29.07.2020-16:03:39,21.37,41.51
29.07.2020-16:03:44,18.34,80.07
29.07.2020-16:03:49,21.21,57.7
29.07.2020-16:03:54,25.07,50.91
29.07.2020-16:03:59,25.81,58.82
29.07.2020-16:04:04,22.63,77.81
29.07.2020-16:04:09,12.88,36.24
29.07.2020-16:04:14,19.05,48.73
29.07.2020-16:04:19,22.8,34.44
29.07.2020-16:04:24,18.85,46.7
29.07.2020-16:04:29,18.65,99.41
29.07.2020-16:04:34,12.21,52.12
29.07.2020-16:04:39,13.08,41.05
29.07.2020-16:04:44,9.36,30.46
29.07.2020-16:04:49,17.78,67.32
29.07.2020-16:04:54,22.6,57.93
29.07.2020-16:04:59,23.23,25.86
29.07.2020-16:05:04,12.49,67.55
29.07.2020-16:05:09,22.82,66.26
29.07.2020-16:05:14,15.41,63.75
29.07.2020-16:05:19,23.19,40.37
29.07.2020-16:05:24,16.99,64.46
29.07.2020-16:05:29,12.29,26.37
29.07.2020-16:05:34,30.21,28.01
29.07.2020-16:05:39,23.55,76.59
29.07.2020-16:05:44,27.01,35.03
29.07.2020-16:05:49,25.02,59.67
29.07.2020-16:05:54,13.26,38.47
29.07.2020-16:05:59,16.64,33.96
29.07.2020-16:06:04,23.44,33.36
29.07.2020-16:06:09,26.33,57.07
29.07.2020-16:06:14,11.57,33.66
29.07.2020-16:06:19,13.76,60.1
29.07.2020-16:06:24,26.18,38.14
29.07.2020-16:06:29,7.88,44.73
29.07.2020-16:06:34,27.5,16.64
29.07.2020-16:06:39,31.48,60.61
29.07.2020-16:06:44,24.78,42.47
29.07.2020-16:06:49,23.48,51.16
29.07.2020-16:06:54,21.22,34.14
29.07.2020-16:06:59,26.63,30.67
29.07.2020-16:07:04,12.98,18.82
29.07.2020-16:07:09,25.77,59.07
29.07.2020-16:07:14,17.37,19.51
29.07.2020-16:07:19,22.86,64.97
29.07.2020-16:07:24,19.3,52.79
29.07.2020-16:07:29,19.37,50.18
29.07.2020-16:07:34,9.21,59.16
29.07.2020-16:07:39,21.56,80.93
29.07.2020-16:07:44,21.93,53.51
29.07.2020-16:07:49,21.49,65.17
29.07.2020-16:07:54,9.67,72.49
29.07.2020-16:07:59,25.65,52.71
29.07.2020-16:08:04,24.2,50.95
29.07.2020-16:08:09,22.02,61.89
29.07.2020-16:08:14,24.22,64.84
29.07.2020-16:08:19,18.55,72.99
29.07.2020-16:08:24,21.55,49.85
29.07.2020-16:08:29,20.12,24.43
29.07.2020-16:08:34,18.25,43.91
29.07.2020-16:08:39,25.78,80.55
29.07.2020-16:08:44,21.89,30.03
29.07.2020-16:08:49,18.45,37.72
29.07.2020-16:08:54,23.35,45.18
29.07.2020-16:08:59,11.53,21.84
29.07.2020-16:09:04,31.46,66.11
29.07.2020-16:09:09,23.66,47.89
29.07.2020-16:09:14,15.94,55.78
29.07.2020-16:09:19,30.63,79.38
29.07.2020-16:09:24,19.73,30.31
29.07.2020-16:09:29,16.7,31.33
29.07.2020-16:09:34,22.26,55.12
29.07.2020-16:09:39,21.68,80.5
29.07.2020-16:09:44,19.59,47.65
29.07.2020-16:09:49,16.17,44.26
29.07.2020-16:09:54,15.95,44.03
29.07.2020-16:09:59,19.87,63.35
29.07.2020-16:10:04,17.78,16.28
29.07.2020-16:10:09,6.87,34.03
29.07.2020-16:10:14,25.67,77.34
29.07.2020-16:10:19,16.17,69.65
29.07.2020-16:10:24,27.04,57.22
29.07.2020-16:10:29,16.47,46.06
29.07.2020-16:10:34,23.04,71.9
29.07.2020-16:10:39,23.53,36.69
29.07.2020-16:10:44,23.13,52.36
29.07.2020-16:10:49,17.05,52.81
29.07.2020-16:10:54,14.22,53.61
29.07.2020-16:10:59,15.54,45.74
29.07.2020-16:11:04,30.19,64.03
29.07.2020-16:11:09,20.23,61.45
29.07.2020-16:11:14,4.88,10.96
29.07.2020-16:11:19,18.48,47.66
29.07.2020-16:11:24,19.04,25.26
29.07.2020-16:11:29,21.28,44.68
29.07.2020-16:11:34,11.7,7.61
29.07.2020-16:11:39,24.01,36.49
29.07.2020-16:11:44,24.19,61.91
29.07.2020-16:11:49,12.5,22.95
29.07.2020-16:11:54,12.38,49.94
29.07.2020-16:11:59,13.27,44.37
29.07.2020-16:12:04,21.02,45.49
29.07.2020-16:12:09,19.94,17.92
29.07.2020-16:12:14,21.51,59.38
29.07.2020-16:12:19,21.84,56.73
29.07.2020-16:12:24,25.23,111.8
29.07.2020-16:12:29,18.67,50.82
29.07.2020-16:12:34,24.75,48.84
29.07.2020-16:12:40,25.68,77.73
29.07.2020-16:12:45,18.78,77.83
29.07.2020-16:12:50,20.89,49.73
29.07.2020-16:12:55,31.29,63.04
29.07.2020-16:13:00,13.29,0.77
29.07.2020-16:13:05,13.19,61.15
29.07.2020-16:13:10,13.88,59.33
29.07.2020-16:13:15,15.76,28.86
29.07.2020-16:13:20,26.68,71.88
29.07.2020-16:13:25,19.06,25.36
29.07.2020-16:13:30,24.3,62.89
29.07.2020-16:13:35,14.94,8.33
29.07.2020-16:13:40,6.7,15.35
29.07.2020-16:13:45,27.06,70.65
